,ad_creative_body,count
644,"The First Lady has never done a dinner sweepstake before, but now we're offering YOU the chance to have dinner with her in Beverly Hills on March 18th. Our team will cover the cost of your flight, hotel, and meal for you and a guest of your choosing. I'd hate for you to miss out on this once-in-a-lifetime opportunity, so be sure to enter TODAY! Enter today for your chance to win dinner with the First Lady.",451
645,"Joe Biden is NOT all there:

Too weak to stop China... ✅

Too weak to save American jobs... ✅

Too weak to stop Pelosi... ✅

Too weak to stop the radicals... ✅",449
646,Everyone who donates before MIDNIGHT will have their name entered TWICE to win dinner with President Trump. Please contribute NOW to get your name DOUBLE-ENTERED to win.,449
647,Join President Trump this SUNDAY at 4:00PM! Get your free tickets now >>>,448
648,"President Trump wants everyone to live the American Dream. 

People come to the United States looking for better opportunities and security. 

President Trump LOVES America just like immigrants do. He will keep this country GREAT!",447
649,"Stay warm and show your support for President Trump!
Purchase the red Official Keep America Great hoodie!",446
650,"President Trump will NEVER stop fighting for religious liberty for ALL Americans.

✅ Appointed two pro-life Supreme Court Justices and appointed 193 judges to the federal courts
✅ Championed religious liberty and ensured equal treatments of all faiths
✅ The President has promoted health care choice for ALL

He needs YOUR help to continue delivering on his promises to help our communities grow.

Please take our Official Religious Liberty Survey NOW!",446
651,"While the Democrats were leading the biggest failed Witch Hunt of all time, President Trump never stopped delivering on his promises to the American People.

✅ 225,000 jobs added in January
✅ 2 of the world’s top terrorist leaders eliminated
✅ 100 BRAND NEW miles of border wall completed
✅ 187 conservative judges have been confirmed

Please take the Official Post-Impeachment Approval Poll to tell President Trump what facts YOU think the American People need to hear.",445
652,"HELP PRESIDENT TRUMP!

We are building a team made up of carefully chosen grassroots supporters who are ready to hit the ground running, and President Trump specifically asked us to reach out to YOU to join us as an Official Trump Volunteer.

Now more than ever, the President needs the help of every single American Patriot to ensure a BIG WIN in November, and we especially need YOUR help leading our efforts.

Become an Official Trump Volunteer TODAY to help President Trump and Republicans secure a HUGE VICTORY in November.",445
653,We can't let Joe Biden destroy the GREATEST country the world has EVER seen.,444
654,"🚨 EARLY VOTING HAS BEGUN🚨

President Trump has just announced that Judge Amy Coney Barrett is our Supreme Court nominee.

Judge Barrett is a true Constitutionalist who is committed to upholding the rule of law, and President Trump is committed to seeing her Supreme Court confirmation through.

Confirming Judge Amy Coney Barrett to the Supreme Court is critical to Making America Great Again.

A vote for President Trump is a vote to SAVE America. Vote Now.",442
655,"Memorial Day is a very special day for our Nation.

It is a time when we remember the brave men and women who selflessly served our country, and a time to pay our respects to those who gave the ultimate sacrifice.

In honor of these heroic American Patriots, President Trump wants to give his top supporters an exclusive discount for 25% off all of our patriot gear in the Official Trump Store for a limited time!

Just use coupon code: USA25 to get 25% off your order.

This offer is only available to you for a limited time. Place your order now!",439
656,"My campaign team just told me we may not make our April fundraising goal. We CANNOT let this happen. Please contribute ANY AMOUNT before 11:59 PM TONIGHT to help our movement, and your donation will be TRIPLED.",437
657,"This is the Election of our lifetime! The Silent Majority can no longer stay silent. We must come together to stand with President Trump this November. 

Joe Biden and Kamala Harris are the most RADICAL Presidential ticket in HISTORY. If they win, we can say goodbye to the American way of life as we know it.

President Trump needs to know that YOU stand with him!

Add your name now to show your support!",436
658,"🚨ATTENTION REPUBLICANS 🚨

I want you to see your responses. Please complete the Official Democrat Corruption Accountability Survey before 11:59 PM TONIGHT to make sure my team sees your response tomorrow.",434
659,"JOE BIDEN WILL NEVER HOLD CHINA ACCOUNTABLE. 

For 40 years, Joe Biden has been wrong on China by: 
✅Supporting trade deals that take away American jobs
✅Givng China most favored Nation status
✅Letting China walk all over us

Any contribution you make by MIDNIGHT will be matched by 300%. Donate TODAY to show you stand with President Trump's America FIRST agenda.",431
660,Biden's promising he'll raise taxes on DAY ONE,429
661,"America First, or China First?

For Joe Biden, China Always Wins.

Joe Biden Doesn't Make Sense. Biden is Wrong on China.",427
662,"Everyone who enters before MIDNIGHT will have their name entered TWICE for this special sweepstakes. My team will cover all the costs for you and a friend to fly in, join us for dinner, and take a picture together. Please contribute $100 to get your name DOUBLE-ENTERED to win.",426
663,"JOE BIDEN WILL NEVER HOLD CHINA ACCOUNTABLE. 

President Trump needs you now more than ever. If Sleepy Joe won in November, he’d absolutely ruin all of our tremendous progress and America would suffer because of it.

Any contribution you make by MIDNIGHT will be matched by 300%. Donate TODAY to show you stand with President Trump's America FIRST agenda.",424
664,"Snapchat is interfering in the 2020 Election by attempting to SILENCE your President.

They want to make it as difficult as possible for President Trump to WIN in November. The Fake News media has been working hand-in-hand with liberal platforms like Snapchat to wrongly CENSOR conservative voices.

We need to make a statement SO HUGE that we cannot be silenced. 

Please contribute ANY AMOUNT today and your donation will be matched 500%.",423
665,"""We need safe streets...and Joe Biden is too weak to protect us.""",422
666,"MID-MONTH DEADLINE 

We’re working around the clock to ensure we’re able to reach every single voter in America - but to be successful, we need to make sure we have the resources to support our efforts.

The campaign team and I have set our HIGHEST fundraising goal ever this month. We are calling on YOU to step up during this time.

We have decided to 5X MATCH any contribution you make RIGHT NOW to help us reach our goal. This offer will only last for the NEXT hour.",422
667,Join President Trump this MONDAY at 1:30PM! Get your free tickets now >>>,420
668,"FOR THE FIRST TIME EVER: President Trump is holding a VIRTUAL FUNDRAISER. 

To be a part of the EXCLUSIVE virtual event, all you have to do is contribute and you’ll automatically be put on the guest list to join President Trump for an exclusive campaign strategy call online.

He will share his confidential plans for the next few months heading into November, and he'll also answer some important questions from his most loyal allies, like YOU. 

Please contribute IMMEDIATELY to confirm your RSVP to President Trump's FIRST virtual fundraiser on July 21st.",420
669,"THEY'RE NO MATCH FOR OUR TEAM!

President Donald J. Trump is the leader of a grassroots movement, uniting American Patriots in support of the country they love. 

He needs your help to reach our CRITICAL July fundraising deadline. 

For the NEXT HOUR, all contributions made will be 500% MATCHED!",419
670,"First, they ignore you.

Then, they laugh at you.

Then, they call you DEPLORABLE.

THEN YOU VOTE AND WE WIN THE ELECTION!

Please contribute by 9:00 PM TONIGHT to become an Official 2020 Trump Life Member.",419
671,"South Carolina: President Trump is having a rally FRIDAY, FEBRUARY 28TH AT 7PM & he wants you there! Get your free tickets now >>>",419
672,"THIS IS THE THIRD WITCH HUNT IN THREE YEARS.

Please contribute RIGHT NOW to the 2020 Presidential Defense Fund to defend your President from the Democrats’ latest Witch Hunt.",419
673,ARIZONA: Join President Trump this MONDAY at 3:00PM! Get your free tickets now >>>,418
674,"🛑 Attention Patriots 🛑

The Left has been watching my every move for the past three and a half years and hoping that my Administration and I will fail. But, because of Patriots like YOU, we keep defying the odds.

Just take a look at everything we've accomplished so far:
✅ Brought two radical ISIS leaders to justice
✅ Appointed two conservative Supreme Court Justices
✅ Implemented the Nation’s most historic tax cuts
✅ Rebuilt our Nation’s military
✅ Strengthened our borders like never before - the WALL is being FINISHED
✅ And, so much more

Take the 6-Months-Out Action Plan Survey NOW!",416
675,"Everyone who enters before MIDNIGHT will have their name entered TWICE for this special sweepstakes. My team will cover all the costs for you and a friend to fly in, join us for dinner, and take a picture together. Please contribute $25 to get your name DOUBLE-ENTERED to win.",415
676,"Everyone who enters before MIDNIGHT will have their name entered TWICE for this special sweepstakes. My team will cover all the costs for you and a friend to fly in, join us for dinner, and take a picture together. Please contribute $45 to get your name DOUBLE-ENTERED to win.",415
677,"Sign our Official Petition to the Senate now!

I want to be able to show Senate Democrats a list of the many American voters that will NOT be happy if the wall isn’t built. I need YOUR NAME on the list.",414
678,Keep America Great 45th President Hat!,412
679,"We can’t be silent. We need to make a public statement to Democrats that Americans DEMAND THE WALL. 

I need YOU to stand with me, President Trump, and publicly show your support for THE WALL.

If you support the mission to build the wall, add your name to the petition by MIDNIGHT tonight.",412
680,"Did you watch the debate with Kamala Harris?

Our Administration is fighting for the future of our great Nation, and your support means so much to us right now. 

We want to have our STRONGEST fundraising day ever. We know we can get there, but to help, we are giving you an exclusive offer.

ALL GIFTS 850%-MATCHED!",409
681,"Socialista Joe Biden ha embrazado las políticas extremas de la izquierda.

No dejes que sus politicas radicales sean implementados en nuestro gran pais.

Aprende más sobre sus ideas progresistas.",408
682,"The Great American Comeback is HAPPENING!

My team just launched a brand new ad to FIGHT BACK against The Left’s biased coverage and show all the great work we've been doing. 

They will do whatever it takes to keep us quiet, which is why we set up our Official Trump Ad Blitz Fund to make sure EVERY Patriot gets the chance to hear the FACTS.

With your help, I want to raise $3,000,000 in the NEXT 24 HOURS to send a strong message and FLOOD THE AIRWAVES with this ad.

The next 1,000 donations will be instantly TRIPLE-MATCHED. DONATE NOW!",407
683,Join President Trump this SATURDAY at 6:00PM! Get your free tickets now >>>,405
684,"THEY'RE NO MATCH FOR US!

The Liberals are uniting behind their pathetic candidate to try and take President Trump down, and more importantly, to take YOU down. 

July is almost over and we have a crucial goal coming up at the end of the month.

For the NEXT HOUR, all contributions made will be 500% MATCHED!Please contribute now.",404
685,Register NOW for the Team Trump Online Black Voices for Trump Real Talk with Katrina Pierson this Monday at 8PM. We hope to see you there,398
686,Everyone who donates before MIDNIGHT will have their name entered TWICE to win dinner with me. Please contribute NOW to get your name DOUBLE-ENTERED to win.,395
687,"The Left has been watching President Trump's every move for the past three and a half years and hoping that his Administration will fail. But, because of Patriots like YOU, we keep defying the odds.

Just take a look at everything we've accomplished so far:
✅ Brought two radical ISIS leaders to justice
✅ Appointed two conservative Supreme Court Justices
✅ Implemented the Nation’s most historic tax cuts
✅ Rebuilt our Nation’s military
✅ Strengthened our borders like never before - the WALL is being FINISHED
✅ And, so much more

Take the 5-Months-Out Action Plan Survey NOW!",394
688,WINSTON-SALEM: Join President Trump this TUESDAY at 7PM! Get your free tickets now >>>,391
689,"Unlike other presidents, President Trump puts America FIRST with every decision he makes.

The President wants to know who stands with him and our Nation’s brave astronauts, so he’s calling on YOU to step up and publicly show your support. 

Please add your name by 11:59 PM TONIGHT to show your support and to get on the list we send President Trump!",390
690,"🚨 LESS THAN 30 DAYS UNTIL THE ELECTION! 🚨

We've had INCREDIBLE grassroots support since I took office.

It's hardworking Patriots, like YOU, that are the backbone of our campaign. I need your help now more than ever.

Donate today to show you support for our America First agenda.",389
691,"SUPPLIES RUNNING LOW!

Get your OFFICIAL 2020 Blue MAGA Mask from the ONLY OFFICIAL Trump Campaign Store.

This item is going FAST! Order TODAY!",387
692,"It's not about politics. It's about safety. ""Joe Biden is too weak to protect us.""",387
693,"Don't miss this chance to have YOUR voice heard! We want to know what your think. 

Submit your response to the OFFICIAL Veterans for Trump Weekly Approval Poll by MIDNIGHT tonight.",387
694,My campaign team just told me we may not make our July fundraising goal. We CANNOT risk Sleepy Joe gaining momentum. Please contribute ANY AMOUNT before 11:59 PM TONIGHT to help our movement and it will be 600% MATCHED!,386
695,"If we miss our October fundraising goal, we won't have the resources we need to fight back against the Do-Nothing Democrats. Please contribute ANY AMOUNT by 11:59 TONIGHT.",385
696,Joe Biden's Plan = Taxes would increase on ALL income groups ⚠,384
697,"JOE BIDEN CAUGHT: ""Your Taxes are going to be raised, not cut""

Biden's Tax increase would be more than 2X what Hillary Clinton proposed.",384
698,Show Your Support for President Trump! Shop Now.,383
699,"The President wants to know who stands with him and our Nation’s brave astronauts, so he’s calling on YOU to step up and publicly show your support.

We're sending him a list of the first 100 Patriots who sign their names - don't wait.",382
700,"Joe Biden will RAISE TAXES on all income groups.

No income group is safe. Farmers, small businesses, senior citizens and families will all have their taxes raised.",379
701,Join President Trump this FRIDAY at 4:00PM! Get your free tickets now >>>,376
702,"For Decades, Joe Biden's Sold us Out to China

Soft Trade Deals...

Weak Appeasement...

Shipped Thousands of Jobs Overseas...

Joe Biden: Just WRONG for America",374
703,"If we miss our August fundraising goal, we won't have the resources we need to fight back against the Do-Nothing Democrats. Please contribute ANY AMOUNT by 11:59 TONIGHT.",371
704,"SUPPLIES RUNNING LOW!

Get your OFFICIAL 2020 Red Trump Mask from the ONLY OFFICIAL Trump Campaign Store.

This item is going FAST! Order TODAY!",368
705,"GET YOUR ABSENTEE BALLOT APPLICATION TODAY.

We need to vote to SAVE our country. 

Absentee ballots are GOOD. I need you to get your application and send in your absentee ballot IMMEDIATELY. 

We are going to Make America Great Again. We have NO choice. Request your ballot TODAY.",364
706,"In a little less than 5 MONTHS, the American People will decide if we are going to Keep America Great, or if we're going to let our Nation fall into the hands of a corrupt BIG GOVERNMENT SOCIALIST.

Please pledge to stand with President Trump this November.",362
707,"Joe Biden just racked up some new endorsements for President of the United States: 

First (and shortest), Mini Mike Bloomberg endorsed Biden.
Next, Crazy Bernie was forced to drop out and endorse Biden.
Then, Cheatin' Obama (after 355 days) endorsed his former Vice President, Joe Biden.
After that, Nervous Nancy endorsed Biden 
Finally, Crooked Hillary endorsed Biden.

The Liberals are uniting behind their pathetic candidate to try to take me down, and more importantly, to take YOU down. Sleepy Joe can rack up all the Liberal endorsements he wants, but none of that matters as long as I have YOU on my team. With your help, we can show the Radical Left that despite their best efforts, REAL AMERICANS support their President.",361
708,"WIN VIP ACCESS TO MEET PRESIDENT TRUMP

President Trump LOVES getting to meet the people who are truly the heart and soul of our beautiful Nation. 

This is the FIRST opportunity he's had to meet with American Patriots, like YOU, since our country started reopening!

His team will cover the flight, hotel, and give you VIP access for yourself and a guest. 

Enter your name by 11.55pm tonight for chance to win >>",358
709,"While Nancy Pelosi, Chuck Schumer, and Elizabeth Warren are rallying their base to chip away at the 2nd Amendment, we need to DEFEND our freedom to protect our families and ourselves. 

We cannot let a few loud talking heads on the Left drown out the voices of the American people.

Sign the Official Defend the Second Amendment Petition TONIGHT to have your answers reviewed by me, President Trump.",358
710,"This is the FIRST time the Trump store has ever sold a coloring book!

Shop the OFFICIAL Trump Coloring Book TODAY.

These are flying off the shelves. Order now while supplies last!",356
711,There is a movement across America to destroy our police and take over the streets. America needs stronger leadership than Joe Biden and Kamala Harris!,354
712,Joe Biden is just WRONG for America,354
713,"I will do everything in my power to build the wall because I LOVE our country so much.

But I need you to stand with me, President Trump, and publicly show your support for THE WALL.

Sign the petition by MIDNIGHT tonight so I can see your name IMMEDIATELY.",353
714,"Biden is running ads asking if voters are excited to vote for Kamala Harris. 

Last time we checked, Biden is running for President not Kamala Harris. 

Joe Biden allowed his campaign to be taken over by the EXTREME RADICAL LEFT. 

Contribute NOW to help President Trump secure four more years!",353
715,"NAFTA was a DISASTER! 

Under the Obama administration, 850,000 Americans lost their jobs. 

Joe Biden has continued to show his support for NAFTA.",349
716,"As one of our top supporters, I need your IMMEDIATE input on our Official Secure The Border Survey.

I plan to review the responses of every American Patriot before my next meeting with Nancy and Chuck. 

Please take the Official Secure The Border Survey in the NEXT 3 HOURS to make sure I'm able to review your answers.",348
717,"🚨COMPLETE OFFICIAL DEMOCRAT CORRUPTION SURVEY🚨

Attention Republicans: I want you to see your responses. Please complete the Official Democrat Corruption Accountability Survey before 11:59 PM TONIGHT to make sure my team sees your response tomorrow.",347
718,"Democrats have been telling us that they only want “gun control.” But the truth is finally out. 

Some are now proudly calling for a REPEAL OF THE SECOND AMENDMENT.

We cannot let a few loud talking heads on the Left drown out the voices of the American people.

Sign the Official Defend the Second Amendment Petition TONIGHT to have your responses seen by me, President Trump, IMMEDIATELY.",346
719,"With your help, let’s show the Left that despite their best efforts to brainwash the Nation, WE ARE PROUD TO BE AMERICAN PATRIOTS and we are PROUD to fight for President Trump! 

We are PROUD of our flag. We are PROUD of our heritage. We are PROUD of our American Heroes. And most of all, we are PROUD to be American! 

Add your name NOW to our Official Patriot Petition and to publicly support your President!",345
720,"🚨 BREAKING NEWS: President Trump Announces Supreme Court Nominee

President Trump has just announced that Judge Amy Coney Barrett is our Supreme Court nominee.

Judge Barrett is a true Constitutionalist who is committed to upholding the rule of law, and President Trump is committed to seeing her Supreme Court confirmation through.

Confirming Judge Amy Coney Barrett to the Supreme Court is critical to Making America Great Again.

Please contribute ANY AMOUNT RIGHT NOW for an 700%-MATCH to help us meet our CRITICAL END-OF-QUARTER GOAL.",343
721,"Enter for the chance to be President Trump's SPECIAL guest at a Presidential Debate. 

This is the very FIRST opportunity to watch President Trump absolutely CRUSH Sleepy Joe. If you win, the team will cover your flight, hotel, and give you and a guest of your choice VIP ACCESS.

Please enter TODAY to win a chance to be President Trump's special VIP guest at an upcoming Presidential Debate.",343
722,"Democrats have finally admitted what they truly want: a repeal of the Second Amendment.

It’s up to the American people to stand strong and defend our freedoms.

Add your name to the Official Defend the Second Amendment Petition before 11:59 PM TONIGHT.",342
723,"Treat some bunny special to some OFFICIAL Trump merchandise with our 20% off discount just use the code Easter20.

Shop all items THIS WEEKEND ONLY for this special offer.",341
724,"SUPPLIES RUNNING LOW!

Get your OFFICIAL 2020 Red MAGA Mask from the ONLY OFFICIAL Trump Campaign Store.

This item is going FAST! Order TODAY!",341
725,"President Trump will NEVER stop fighting for religious liberty for ALL Americans.

✅ Appointed two pro-life Supreme Court Justices and appointed 193 judges to the federal courts
✅ Championed religious liberty and ensured equal treatments of all faiths
✅ The President has promoted health care choice for ALL

He needs YOUR help to continue delivering on his promises to help our communities grow. 
All contributions made today will be 5X MATCHED to help us reach our CRUCIAL fundraising deadline.",341
726,"""Until COVID hit, Trump had the economy booming.

Joe Biden has promised to raise taxes that would CRUSH us.""

-Marc
Auto Shop Owner
Scranton",340
727,Join President Trump this SATURDAY at 6PM! Get your free tickets now >>>,339
728,"As one of the President’s top supporters, we're giving YOU the exclusive opportunity to wish him a ‘Happy 4th of July!’

When you sign the card, you can even leave a short note for him to read.

Add your name NOW to tell President Trump a ‘Happy 4th of July!’",337
729,"DONATE BEFORE 11:59 TONIGHT

Joe Biden has set a goal of 3 MILLION DONATIONS this quarter. I KNOW we can beat him!

We need to do even better than that, so I've set our goal at 4 MILLION DONORS. The deadline is TODAY!

Stand with President Trump, and donate to help us meet our goal.",336
730,"Hop on over to the OFFICIAL Trump Store to celebrate Easter.

20% off ALL merchandise with code Easter20 THIS WEEKEND ONLY. 

Shop now for access to this exclusive deal.",336
731,Join President Trump this MONDAY at 4:30PM! Get your free tickets now >>>,335
732,DONATE NOW to show your support!,335
733,"We judge leaders by their RESULTS. 

Under Joe Biden we got: endless wars, a broken VA, veterans paying with their lives, a growing ISIS, and slaughtered innocents.

That's what Joe Biden's weak leadership left us.",333
734,"Our country is facing a difficult situation right now, but thanks to President Trump’s leadership, we will prevail!

He truly loves this country, and he knows you do too. The US is at its strongest when we come together as one, and we have done just that.

President Trump knows that he can’t trust the Lamestream media to report accurately, so, as one of his most reliable advisors, he’s asked us to reach out to YOU to get YOUR input on his America First Agenda by taking our Official America First Policy Survey.

Please take our Official America First Policy Survey by 11:59 PM TONIGHT to make sure your input is received.",333
735,"DONALD TRUMP IS FIGHTING FOR LAW & ORDER!

Joe Biden has turned his back on law enforcement, and supports redirecting funds away from the police.

Biden is RADICAL, CORRUPT, EXTREME, AND DANGEROUS. 

On November 3rd, your family's safety is on the ballot. President Trump is fighting to keep every American safe and secure.",332
736,The lawlessness in the streets must stop. America is burning and Joe Biden will not stand up.,332
737,"URGENT! There's still time to wish President Trump a happy belated birthday. He wants YOU to sign his card.

Nothing could make the President’s birthday better than to see your signature and warm wishes on his Official Belated Birthday Card.

Please add your name to the President’s ONLY OFFICIAL belated birthday card assembled by everyone at Team TRUMP.",329
738,"URGENT: We need every grassroots contributor to reach our End-of-Quarter goal to defeat Joe Biden and the Democrats.

We NEED you on board to hit our goal, and re-elect Donald Trump and Republicans nationwide. It's going to take ALL OF US coming together to stop SLEEPY JOE and the Radical Left. 

Donate BIG today!",329
739,"Treat some bunny special to some OFFICIAL Trump merchandise with our 20% off discount with code Easter20.

Shop all items THIS WEEKEND ONLY for this special offer.",329
740,AMERICA IS THE GREATEST COUNTRY IN THE WORLD!,328
741,Purchase the red Official Keep America Great hoodie!,328
742,Crazy Bernie and Sleepy Joe are in a heated race and it got us thinking: who do YOU think would win in a Trump vs. Bernie vs. Biden debate? Please take our Official Trump vs. Bernie vs. Biden Poll by 9:00 PM TONIGHT to make sure President Trump sees your response.,327
743,"President Trump knows that the Fake News Media will NEVER report accurately on his standings in the polls against Sleepy Joe. 

We want the truth, and we need to hear it directly from REAL Americans, like YOU.

Please take our Official Trump vs. Biden Poll NOW to show Sleepy Joe and all of his big-government socialist followers that REAL AMERICANS want FOUR MORE YEARS.",326
744,"PRESIDENT TRUMP DOES WHAT HE SAYS HE'S GOING TO DO!

He's a businessman. He understands how business works and the things that concern business owners the most. 

Prior to COVID, we had the best economy of our lifetime. We are positive President Trump is going to get us there again!",326
745,"Twitter wants to censor YOU.

Silicon Valley Elites shouldn't get to dictate what you say. They will stop at NOTHING to silence us.

It's Silicon Valley vs. GREAT American patriots. Now's the time to choose your side.

Please take the Official Twitter Accountability Survey to tell Big Tech that we are FED up.",326
746,"CHINA IS NOT A DEVELOPING NATION

President Trump just delivered an EPIC speech, and we're giving him the FINAL Presidential Donor List in his office soon and we know he'll be looking for YOUR NAME.

Please contribute ANY AMOUNT RIGHT NOW to get on the list and your gift will be 700%-MATCHED!",324
747,"I CAN'T BELIEVE IT!

First, Sleepy Joe’s pathetic campaign staff donate to get dangerous ANARCHISTS out of jail.

And NOW, celebrities have joined in and are bailing out vicious RIOTERS!

This has gone too far. With your help, President Trump wants to send a message SO LOUD, that even the ELITES who live on the COAST won’t be able to ignore us.

It’s absolutely critical that EVERY Patriot comes together right now to send a united message that we will NOT tolerate ANTIFA. 

Please contribute RIGHT NOW to send a message to the Liberal Hollywood Elites that what they’re doing is dangerous to our communities.",323
748,"🚨 LESS THAN 20 DAYS UNTIL THE ELECTION! 🚨

We've had INCREDIBLE grassroots support since I took office.

It's hardworking Patriots, like YOU, that are the backbone of our campaign. I need your help now more than ever.

Donate today to show you support for our America First agenda.",321
749,Hop on over to the OFFICIAL Trump Store to celebrate Easter and treat yourself or some bunny special to this egg-straordinary offer: 20% off ALL merchandise THIS WEEKEND ONLY using code Easter20. Shop now for access to this exclusive deal.,319
750,"After FOUR DECADES in the Washington Swamp, Joe Biden has accomplished nothing. 

He’s just a washed-up, career politician being used as a PAWN by the Radical Left. 

The fact is, Sleepy Joe is not the leader of his party. He is the helpless puppet of the Democrats. 

Yikes. Does that sound like someone who’s ready to lead a Country? 

Please take the Official Survey NOW to tell the President what you REALLY think about Joe Biden.",319
751,"BREAKING NEWS: Twitter wants to censor YOU.

Silicon Valley Elites shouldn't get to dictate what you say. They will stop at NOTHING to silence us.

It's Silicon Valley vs. GREAT American patriots. Now's the time to choose your side.

President Trump has authorized a 600%-MATCH on any donations made toward our EXTENDED End-of-Month Goal. Donate NOW to have your voice heard.",318
752,"You can now VOTE EARLY in Minnesota.

WE CANNOT LET JOE BIDEN WIN!

This is the election of our lifetime. It's going to take hard-working Americans, like YOU, turning out to vote against the EXTREME RADICAL LEFT agenda.

Your country is counting on you. Do your civic duty, and vote Republican.",318
753,"President Trump will NEVER stop fighting for religious liberty for ALL Americans.

✅ Appointed two pro-life Supreme Court Justices and appointed 193 judges to the federal courts
✅ Championed religious liberty and ensured equal treatments of all faiths
✅ The President has promoted health care choice for ALL

He needs YOUR help to continue delivering on his promises to help our communities grow. 
All contributions made today will be 500% MATCHED! to help us reach our CRUCIAL fundraising deadline.",316
754,"WE'VE REACHED A MILESTONE! The Senate has confirmed my 200th judicial nominee. 

We have worked hard to appointed STRONG candidates who would uphold our CONSERVATIVE VALUES. 

Donate today to show YOUR support for another promise made, another promise kept.",314
755,"NAFTA shipped our jobs to Mexico. Over 200,000 Wisconsin jobs lost. Biden supported NAFTA. Biden hasn't changed...",312
756,"After being warned, Joe Biden still supported NAFTA and it sent thousands of Michigan jobs to Mexico.",312
757,Joe Biden was warned that NAFTA would send Michigan jobs to Mexico and he didn't listen. Biden is bad for Michigan.,312
758,"Joe Biden said that NAFTA was the ""best deal"". Then Michigan lost 160,000 jobs. Biden is bad for Michigan.",312
759,"SUPPLIES RUNNING LOW!

Get your OFFICIAL 2020 White MAGA Mask from the ONLY OFFICIAL Trump Campaign Store.

This item is going FAST! Order TODAY!",311
760,"Hop on over to the OFFICIAL Trump Store to celebrate Easter.

20% off ALL merchandise with code Easter20 THIS WEEKEND ONLY.

Shop now for access to this exclusive deal.",311
761,"OFFICIAL PETITION: BUILD THE WALL!

I want to be able to show Senate Democrats a list of the many American voters that will NOT be happy if the wall isn’t built. I need YOUR NAME on the list.",311
762,"WE’RE GOING TO FINISH THE WALL.

Despite all the LIES from the Fake News media and the OBSTRUCTION from the Left-wing Mob, THE WALL IS BEING BUILT. 

I’m promising you that I will KEEP AMERICA SAFE. I’m working hard to secure our borders and FINISH THE WALL, but I cannot do it alone.

Please contribute ANY AMOUNT to our 2020 Finish the Wall Fund before 11:59 PM TONIGHT.",311
763,"Michigan has lost thousands of jobs because Joe Biden supported bad trade deals like NAFTA. We couldn't trust Biden to protect our jobs back then, we can't trust him now.",310
764,"Joe Biden is NOT all there:

Too weak to save american jobs...

Too weak to stop Pelosi...

Too weak to stop the radicals.",307
765,Show your support with the Official Trump Puzzle!,306
766,"The highlight of President Trump's job is hearing from hard-working Patriots like YOU.

Send him a message today!",306
767,Trump is America's lucky charm. Our country has NEVER been better. Show your support with the EXCLUSIVE St. Patrick's Day Trump merch.,306
768,"LOW STOCK! ORDER NOW!

GET your Trump 2020 Poster from the ONLY OFFICIAL Trump Campaign Store.

Supplies of these first edition posters are EXTREMELY LIMITED, so be sure to get your Official Trump 2020 Poster today!",305
769,"You can now activate your 2020 Trump Platinum Card Membership and order your OFFICIAL Platinum Card.

I'm ONLY inviting my TOP supporters, like YOU, to join this exclusive group, and I'm going to be very disappointed if they have to tell me you MISSED your chance to join.

My team is sending me a list of EVERY Patriot who activated their membership before 11:59 PM TONIGHT, and I'm expecting to see your name on there. Please contribute $35 or more by 11:59 PM TONIGHT to become a member, and we'll send you your very own PERSONALIZED Platinum Card. Donate NOW!",304
770,"SUPPLIES RUNNING LOW!

GET your Trump 2020 Poster from the ONLY OFFICIAL Trump Campaign Store.

Supplies of these first edition posters are EXTREMELY LIMITED, so be sure to get your Official Trump 2020 Poster today!",303
771,WE MUST DRAIN THE SWAMP!,303
772,"I'm proud to tell you that last month, not only did we reach our $25 MILLION End-of-Month goal, but we absolutely CRUSHED it. 

It's going to take all hands on deck to keep our momentum going, which is why I'm coming to you now. We want to make sure we have enough resources to win, so I've decided to extend our 600%-MATCH. 

I need you to step up. Please contribute ANY amount in the NEXT HOUR to our EXTENDED End-of Month Goal, and your gift will automatically be 600%-MATCHED.",299
773,"President Trump signed the CARES Act into law, solidifying 8 BILLION dollars to address Coronavirus preparedness, response, and recovery. 

The initial allocation for American Indians and Alaska Natives communities totaled over 5 BILLION dollars.

We want to stand with our American Indian and Alaska communities together and always.",298
774,"20% off all Trump merchandise with code Easter20 THIS WEEKEND ONLY. Take advantage of this egg-straordinary offer before it's too late. 

Shop now for access to this exclusive deal.",298
775,"THERE'S NO MIDDLE GROUND!

We need to defend America.",297
776,"🚨 BREAKING NEWS: Justice Amy Coney Barrett has been confirmed to the Supreme Court. 🚨

President Trump appointed another true Constitutionalist who is committed to upholding the rule of law.",297
777,"ELECTION DAY IS RIGHT AROUND THE CORNER!

President Trump NEEDS the Silent Majority to stand up and show their support for our AMERICA FIRST MOVEMENT.

Contribute TODAY to MAKE AMERICA GREAT for another four years.",296
778,"HELP US HIT 1 MILLION SIGNATURES

Nothing could make the President’s birthday better than to see your signature and warm wishes on his Official Birthday Card.

Please add your name to the President’s ONLY OFFICIAL birthday card assembled by everyone at Team TRUMP.",296
779,"Everyone who enters before MIDNIGHT will have their name entered TWICE to win dinner with me in Palm Beach, FL. My team will cover your flight, hotel room, and dinner for you and a guest. We'll even take a picture together. Please contribute before 11:59 PM TONIGHT to get your name DOUBLE-ENTERED to win dinner with me.",296
